path,experiment,rows,status,nan_cells,inf_cells,max_abs_numeric,has_axis,has_loss_like
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed789.csv,ablation,466,ok,0.0,0.0,2250.465576171875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1819.csv,ablation,776,ok,0.0,0.0,775.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
results_proposal_full_20260223_v2\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
results_proposal_full_20260223_v2\experiments\ablation\ablation_results.csv,ablation,50,ok,0.0,0.0,2021.0,True,True
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\ablation_adaptive_lr.csv,ablation_comprehensive,20,has_nan,20.0,0.0,2021.0,True,True
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\ablation_momentum.csv,ablation_comprehensive,10,has_nan,10.0,0.0,91.58,True,True
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\ablation_sam.csv,ablation_comprehensive,20,ok,0.0,0.0,51.0,False,True
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\ablation_weight_decay.csv,ablation_comprehensive,20,has_nan,20.0,0.0,2021.0,True,True
results_proposal_full_20260223_v2\experiments\adam_adamw_comparison\adam_l2_vs_adamw_comparison.csv,adam_adamw_comparison,160,ok,0.0,0.0,2021.0,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\ablation_summary.csv,advanced_ablation,8,ok,0.0,0.0,1330.4424960892247,False,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.65,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,93.79,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.2,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,93.9,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.98,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.16,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,93.9,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed42.csv,advanced_ablation,10,ok,0.0,0.0,93.41,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.36,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_All_Combined_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.64,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,92.96,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,91.6,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed123.csv,advanced_ablation,10,ok,0.0,0.0,92.93,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,92.61,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,92.57,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,92.48,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,92.77,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed42.csv,advanced_ablation,10,ok,0.0,0.0,92.81,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed456.csv,advanced_ablation,10,ok,0.0,0.0,93.22,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.48,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.71,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,93.78,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.26,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,93.77,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,94.12,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.08,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,93.99,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed42.csv,advanced_ablation,10,ok,0.0,0.0,93.46,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.43,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.71,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,92.88,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,91.49,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,92.89,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,92.86,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,92.59,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,92.4,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,92.87,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,92.65,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,93.33,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_AMP_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.42,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.63,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.18,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,94.68,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.89,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.31,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,94.59,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed42.csv,advanced_ablation,10,ok,0.0,0.0,94.39,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.6,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_Baseline_seed789.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.48,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.09,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.35,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,94.82,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.78,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.22,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,94.18,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,94.24,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.63,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_EMA_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,95.51,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.85,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed123.csv,advanced_ablation,10,ok,0.0,0.0,95.22,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,95.33,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,95.4,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,95.39,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,95.25,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed42.csv,advanced_ablation,10,ok,0.0,0.0,95.3,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed456.csv,advanced_ablation,10,ok,0.0,0.0,95.13,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed789.csv,advanced_ablation,10,ok,0.0,0.0,95.37,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,95.48,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.85,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,95.02,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,95.19,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,95.31,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,95.52,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,95.28,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,95.18,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,95.25,True,True
results_proposal_full_20260223_v2\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,95.29,True,True
results_proposal_full_20260223_v2\experiments\batch_ablation\MNIST_batch_ablation_seeds42_123_456_789_1011_1213_1415_1617_1819_2021.csv,batch_ablation,60,ok,0.0,0.0,2021.0,False,True
results_proposal_full_20260223_v2\experiments\beta_sensitivity_training\adam_beta1_beta2_grid_mnist.csv,beta_sensitivity_training,45,has_nan,135.0,0.0,10013.049028059497,False,True
results_proposal_full_20260223_v2\experiments\beta_sensitivity_training\adam_beta2_sensitivity_mnist.csv,beta_sensitivity_training,15,has_nan,45.0,0.0,1011.0,False,True
results_proposal_full_20260223_v2\experiments\beta_sensitivity_training\adam_beta_sensitivity_mnist.csv,beta_sensitivity_training,15,ok,0.0,0.0,1011.0,False,True
results_proposal_full_20260223_v2\experiments\beta_sensitivity_training\momentum_beta_sensitivity_mnist.csv,beta_sensitivity_training,20,ok,0.0,0.0,1011.0,False,True
results_proposal_full_20260223_v2\experiments\convergence_validation\Adam_trajectory.csv,convergence_validation,1067,ok,0.0,0.0,1067.0,True,True
results_proposal_full_20260223_v2\experiments\convergence_validation\convergence_rate_summary.csv,convergence_validation,5,has_nan,5.0,0.0,2000.0,True,True
results_proposal_full_20260223_v2\experiments\convergence_validation\RMSProp_trajectory.csv,convergence_validation,2000,ok,0.0,0.0,2000.0,True,True
results_proposal_full_20260223_v2\experiments\convergence_validation\SGD_Momentum_0.5_trajectory.csv,convergence_validation,929,ok,0.0,0.0,929.0,True,True
results_proposal_full_20260223_v2\experiments\convergence_validation\SGD_Momentum_0.9_trajectory.csv,convergence_validation,393,ok,0.0,0.0,393.0,True,True
results_proposal_full_20260223_v2\experiments\convergence_validation\SGD_trajectory.csv,convergence_validation,1903,ok,0.0,0.0,1903.0,True,True
results_proposal_full_20260223_v2\experiments\cross_optimizer_dynamics\cross_optimizer_dynamics_MNIST.csv,cross_optimizer_dynamics,9,ok,0.0,0.0,456.0,False,True
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_overhead_ablation_MNIST.csv,dynamics_overhead,20,ok,0.0,0.0,2021.0,False,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed1011.csv,highdim,124,ok,0.0,0.0,123.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed1213.csv,highdim,130,ok,0.0,0.0,129.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed123.csv,highdim,128,ok,0.0,0.0,127.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed1415.csv,highdim,129,ok,0.0,0.0,128.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed1617.csv,highdim,128,ok,0.0,0.0,127.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed1819.csv,highdim,128,ok,0.0,0.0,127.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed2021.csv,highdim,129,ok,0.0,0.0,128.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed42.csv,highdim,125,ok,0.0,0.0,124.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed456.csv,highdim,129,ok,0.0,0.0,128.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_Adam_seed789.csv,highdim,125,ok,0.0,0.0,124.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed1011.csv,highdim,151,ok,0.0,0.0,150.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed1213.csv,highdim,156,ok,0.0,0.0,155.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed123.csv,highdim,159,ok,0.0,0.0,158.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed1415.csv,highdim,157,ok,0.0,0.0,156.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed1617.csv,highdim,154,ok,0.0,0.0,153.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed1819.csv,highdim,158,ok,0.0,0.0,157.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed2021.csv,highdim,157,ok,0.0,0.0,156.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed42.csv,highdim,153,ok,0.0,0.0,152.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed456.csv,highdim,153,ok,0.0,0.0,152.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SAM_SGD_seed789.csv,highdim,152,ok,0.0,0.0,151.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SGD_seed1011.csv,highdim,350,ok,0.0,0.0,349.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SGD_seed1213.csv,highdim,354,ok,0.0,0.0,353.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SGD_seed123.csv,highdim,358,ok,0.0,0.0,357.0,True,True
results_proposal_full_20260223_v2\experiments\highdim\HighDim_Dim100_SGD_seed1415.csv,highdim,355,ok,0.0,0.0,354.0,True,True
