optimizer,threshold,convergence_rate_pct,success_count,total_count
SAM_SGD,0.0005355666917706902,10.0,10,100
SAM_SGD,0.0007038135554931555,10.0,10,100
SAM_SGD,0.0009249147277217336,10.0,10,100
SAM_SGD,0.0012154742500762872,10.0,10,100
SAM_SGD,0.001597312280060254,10.0,10,100
SAM_SGD,0.0020991037201085546,10.0,10,100
SAM_SGD,0.002758531617629184,10.0,10,100
SAM_SGD,0.003625117049988535,10.0,10,100
SAM_SGD,0.004763938010401341,10.0,10,100
SAM_SGD,0.006260516572014822,10.0,10,100
SAM_SGD,0.008227241341700473,10.0,10,100
SAM_SGD,0.010811807510766078,10.0,10,100
SAM_SGD,0.014208308325339238,10.0,10,100
SAM_SGD,0.018671810912919206,10.0,10,100
SAM_SGD,0.024537511066398166,10.0,10,100
SAM_SGD,0.03224590545296398,10.0,10,100
SAM_SGD,0.04237587160604064,10.0,10,100
SAM_SGD,0.05568813990945267,10.0,10,100
SAM_SGD,0.07318242219076182,10.0,10,100
SAM_SGD,0.09617248711152965,10.0,10,100
SAM_SGD,0.1263848202934297,10.0,10,100
SAM_SGD,0.16608827826277167,10.0,10,100
SAM_SGD,0.21826447283974873,10.0,10,100
SAM_SGD,0.2868316813342015,10.0,10,100
SAM_SGD,0.37693909753883637,10.0,10,100
SAM_SGD,0.495353520895917,10.0,10,100
SAM_SGD,0.6509675230458177,10.0,10,100
SAM_SGD,0.8554672535565685,10.0,10,100
SAM_SGD,1.1242100350620863,10.0,10,100
SAM_SGD,1.4773776525985127,10.0,10,100
SAM_SGD,1.9414919457438817,20.0,20,100
SAM_SGD,2.5514065200312874,20.0,20,100
SAM_SGD,3.35292414924956,20.0,20,100
SAM_SGD,4.406236427773573,40.0,40,100
SAM_SGD,5.790443980602483,40.0,40,100
SAM_SGD,7.609496685459884,60.0,60,100
SAM_SGD,10.0,70.0,70,100
SGD,1e-06,10.0,10,100
SGD,1.3141473626117555e-06,10.0,10,100
SGD,1.726983290659436e-06,10.0,10,100
SGD,2.2695105366946684e-06,10.0,10,100
SGD,2.982471286216888e-06,10.0,10,100
SGD,3.919406774847221e-06,10.0,10,100
SGD,5.150678076168122e-06,10.0,10,100
SGD,6.768750009458541e-06,10.0,10,100
SGD,8.895134973108237e-06,10.0,10,100
SGD,1.1689518164985777e-05,10.0,10,100
SGD,1.5361749466718298e-05,10.0,10,100
SGD,2.0187602546790388e-05,10.0,10,100
SGD,2.6529484644318946e-05,10.0,10,100
SGD,3.4863652276780875e-05,10.0,10,100
SGD,4.581597669054491e-05,10.0,10,100
SGD,6.020894493336126e-05,10.0,10,100
SGD,7.912342618981327e-05,10.0,10,100
SGD,0.000103979841848149,10.0,10,100
SGD,0.00013664483492953258,10.0,10,100
SGD,0.00017957144943716409,10.0,10,100
SGD,0.00023598334667821938,10.0,10,100
SGD,0.00031011689265747787,10.0,10,100
SGD,0.0004075392965871778,10.0,10,100
SGD,0.0005355666917706902,10.0,10,100
SGD,0.0007038135554931555,10.0,10,100
SGD,0.0009249147277217336,10.0,10,100
SGD,0.0012154742500762872,10.0,10,100
SGD,0.001597312280060254,10.0,10,100
SGD,0.0020991037201085546,10.0,10,100
SGD,0.002758531617629184,10.0,10,100
SGD,0.003625117049988535,10.0,10,100
SGD,0.004763938010401341,10.0,10,100
SGD,0.006260516572014822,10.0,10,100
SGD,0.008227241341700473,10.0,10,100
SGD,0.010811807510766078,10.0,10,100
SGD,0.014208308325339238,10.0,10,100
SGD,0.018671810912919206,10.0,10,100
SGD,0.024537511066398166,10.0,10,100
SGD,0.03224590545296398,10.0,10,100
SGD,0.04237587160604064,10.0,10,100
SGD,0.05568813990945267,10.0,10,100
SGD,0.07318242219076182,10.0,10,100
SGD,0.09617248711152965,10.0,10,100
SGD,0.1263848202934297,10.0,10,100
SGD,0.16608827826277167,10.0,10,100
SGD,0.21826447283974873,10.0,10,100
SGD,0.2868316813342015,10.0,10,100
SGD,0.37693909753883637,10.0,10,100
SGD,0.495353520895917,10.0,10,100
SGD,0.6509675230458177,10.0,10,100
SGD,0.8554672535565685,10.0,10,100
SGD,1.1242100350620863,10.0,10,100
SGD,1.4773776525985127,10.0,10,100
SGD,1.9414919457438817,10.0,10,100
SGD,2.5514065200312874,10.0,10,100
SGD,3.35292414924956,20.0,20,100
SGD,4.406236427773573,40.0,40,100
SGD,5.790443980602483,40.0,40,100
SGD,7.609496685459884,50.0,50,100
SGD,10.0,80.0,80,100
SGD_Momentum,1e-06,10.0,10,100
SGD_Momentum,1.3141473626117555e-06,10.0,10,100
SGD_Momentum,1.726983290659436e-06,10.0,10,100
SGD_Momentum,2.2695105366946684e-06,10.0,10,100
SGD_Momentum,2.982471286216888e-06,10.0,10,100
SGD_Momentum,3.919406774847221e-06,10.0,10,100
SGD_Momentum,5.150678076168122e-06,10.0,10,100
SGD_Momentum,6.768750009458541e-06,10.0,10,100
SGD_Momentum,8.895134973108237e-06,10.0,10,100
SGD_Momentum,1.1689518164985777e-05,10.0,10,100
SGD_Momentum,1.5361749466718298e-05,10.0,10,100
SGD_Momentum,2.0187602546790388e-05,10.0,10,100
SGD_Momentum,2.6529484644318946e-05,10.0,10,100
SGD_Momentum,3.4863652276780875e-05,10.0,10,100
SGD_Momentum,4.581597669054491e-05,10.0,10,100
SGD_Momentum,6.020894493336126e-05,10.0,10,100
SGD_Momentum,7.912342618981327e-05,10.0,10,100
SGD_Momentum,0.000103979841848149,10.0,10,100
SGD_Momentum,0.00013664483492953258,10.0,10,100
SGD_Momentum,0.00017957144943716409,10.0,10,100
SGD_Momentum,0.00023598334667821938,10.0,10,100
SGD_Momentum,0.00031011689265747787,10.0,10,100
SGD_Momentum,0.0004075392965871778,10.0,10,100
SGD_Momentum,0.0005355666917706902,10.0,10,100
SGD_Momentum,0.0007038135554931555,10.0,10,100
SGD_Momentum,0.0009249147277217336,10.0,10,100
SGD_Momentum,0.0012154742500762872,10.0,10,100
SGD_Momentum,0.001597312280060254,10.0,10,100
SGD_Momentum,0.0020991037201085546,10.0,10,100
SGD_Momentum,0.002758531617629184,10.0,10,100
SGD_Momentum,0.003625117049988535,10.0,10,100
SGD_Momentum,0.004763938010401341,10.0,10,100
SGD_Momentum,0.006260516572014822,10.0,10,100
SGD_Momentum,0.008227241341700473,10.0,10,100
SGD_Momentum,0.010811807510766078,10.0,10,100
SGD_Momentum,0.014208308325339238,10.0,10,100
SGD_Momentum,0.018671810912919206,10.0,10,100
SGD_Momentum,0.024537511066398166,10.0,10,100
SGD_Momentum,0.03224590545296398,10.0,10,100
SGD_Momentum,0.04237587160604064,10.0,10,100
SGD_Momentum,0.05568813990945267,10.0,10,100
SGD_Momentum,0.07318242219076182,10.0,10,100
SGD_Momentum,0.09617248711152965,10.0,10,100
SGD_Momentum,0.1263848202934297,10.0,10,100
SGD_Momentum,0.16608827826277167,10.0,10,100
SGD_Momentum,0.21826447283974873,10.0,10,100
SGD_Momentum,0.2868316813342015,10.0,10,100
SGD_Momentum,0.37693909753883637,10.0,10,100
SGD_Momentum,0.495353520895917,10.0,10,100
SGD_Momentum,0.6509675230458177,10.0,10,100
SGD_Momentum,0.8554672535565685,10.0,10,100
SGD_Momentum,1.1242100350620863,10.0,10,100
SGD_Momentum,1.4773776525985127,20.0,20,100
SGD_Momentum,1.9414919457438817,20.0,20,100
SGD_Momentum,2.5514065200312874,20.0,20,100
SGD_Momentum,3.35292414924956,20.0,20,100
SGD_Momentum,4.406236427773573,20.0,20,100
SGD_Momentum,5.790443980602483,20.0,20,100
SGD_Momentum,7.609496685459884,20.0,20,100
SGD_Momentum,10.0,40.0,40,100
